Age,Workclass,Fnlwgt,EducationNum,MaritalStatus,Occupation,Relationship,Race,Sex,Capital_gain,Capital_loss,HoursPerWeek,NativeCountry
43,Federal-gov,233851,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,United-States
54,Private,76344,13,Never-married,Other-service,Not-in-family,White,0,0,0,50,United-States
47,Private,47496,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,42,United-States
45,Private,362883,9,Married-civ-spouse,Craft-repair,Husband,White,1,5013,0,40,United-States
19,Private,270551,9,Never-married,Other-service,Own-child,White,1,0,0,20,United-States
67,Private,197865,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States
55,,316027,4,Married-civ-spouse,,Husband,White,1,0,0,40,
42,Private,175133,10,Never-married,Machine-op-inspct,Unmarried,Black,0,0,0,40,United-States
45,Private,473171,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
46,Private,29696,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
34,Private,82938,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,50,United-States
38,Private,132879,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,1902,40,United-States
42,Federal-gov,25240,11,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,0,0,0,40,United-States
21,Private,200089,2,Married-civ-spouse,Other-service,Other-relative,White,1,0,0,40,England
31,Private,367314,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States
61,Private,103575,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,37,United-States
38,State-gov,318886,13,Married-civ-spouse,Protective-serv,Husband,Black,1,0,0,52,United-States
55,State-gov,294395,11,Widowed,Prof-specialty,Unmarried,White,0,6849,0,40,United-States
40,Private,70761,12,Never-married,Tech-support,Not-in-family,Black,1,0,0,40,United-States
61,Self-emp-not-inc,113080,5,Married-civ-spouse,Sales,Husband,White,1,0,0,58,United-States
56,Local-gov,52953,16,Divorced,Prof-specialty,Not-in-family,White,0,0,1669,38,United-States
48,Private,155664,9,Married-civ-spouse,Craft-repair,Husband,White,1,7688,0,70,United-States
28,Private,156819,9,Divorced,Handlers-cleaners,Unmarried,White,0,0,0,36,United-States
41,Self-emp-not-inc,209344,9,Married-civ-spouse,Sales,Other-relative,White,0,0,0,40,Cuba
33,State-gov,220066,16,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,48,United-States
23,State-gov,314645,12,Never-married,Adm-clerical,Not-in-family,White,0,0,0,25,United-States
21,Private,364685,7,Never-married,Tech-support,Own-child,White,0,0,0,35,United-States
46,Private,87250,13,Separated,Tech-support,Unmarried,White,0,0,0,40,United-States
55,Private,157932,9,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,40,United-States
38,Private,364782,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
26,Self-emp-inc,66872,8,Married-civ-spouse,Sales,Husband,Other,1,0,0,98,Dominican-Republic
51,Self-emp-inc,166459,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
39,Private,165235,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,0,0,0,40,Philippines
26,Self-emp-not-inc,233933,6,Never-married,Prof-specialty,Not-in-family,White,0,0,0,32,United-States
42,Private,296982,10,Divorced,Sales,Unmarried,White,1,0,0,40,United-States
21,Private,186648,6,Separated,Machine-op-inspct,Own-child,White,1,0,0,40,United-States
35,Local-gov,230754,14,Never-married,Prof-specialty,Own-child,Black,0,0,0,40,United-States
19,Private,376683,10,Never-married,Other-service,Unmarried,Black,0,2036,0,30,United-States
67,,45537,14,Married-civ-spouse,,Husband,Black,1,0,0,40,United-States
20,Private,494784,9,Never-married,Sales,Other-relative,Black,0,0,0,35,United-States
22,Private,211678,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States
48,Private,227714,13,Married-civ-spouse,Sales,Husband,White,1,0,0,60,United-States
51,Private,177669,10,Married-civ-spouse,Sales,Husband,White,1,0,0,60,United-States
36,Private,112497,13,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States
61,Private,232308,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,45,United-States
45,Self-emp-inc,208802,15,Divorced,Prof-specialty,Unmarried,White,1,25236,0,36,United-States
27,Private,214702,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,42,United-States
23,Private,336360,4,Never-married,Craft-repair,Own-child,Black,1,0,0,40,United-States
25,Private,255849,9,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States
18,Private,164441,10,Never-married,Adm-clerical,Own-child,White,0,0,0,38,United-States
37,Private,359001,11,Married-civ-spouse,Transport-moving,Husband,White,1,15024,0,50,United-States
53,Private,166386,13,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,0,0,0,40,China
40,Private,83859,9,Widowed,Machine-op-inspct,Own-child,White,0,0,0,30,United-States
55,Local-gov,212448,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States
25,Private,148460,9,Never-married,Adm-clerical,Own-child,Black,0,4416,0,40,Puerto-Rico
22,Private,385077,9,Never-married,Craft-repair,Own-child,White,1,2907,0,40,United-States
33,Self-emp-not-inc,235271,10,Never-married,Other-service,Not-in-family,White,1,0,0,35,United-States
36,Private,605502,6,Never-married,Transport-moving,Not-in-family,Black,0,0,0,40,United-States
52,Private,180062,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,60,United-States
27,Private,303954,13,Married-civ-spouse,Sales,Husband,White,1,0,0,45,United-States
50,Private,178596,9,Divorced,Craft-repair,Unmarried,White,1,0,1408,50,United-States
28,Private,22422,9,Never-married,Transport-moving,Unmarried,White,1,0,0,55,United-States
43,Private,124919,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,1,0,0,60,Japan
21,Private,34506,9,Separated,Other-service,Own-child,White,0,0,0,35,United-States
57,Private,249977,11,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
25,Private,181576,10,Never-married,Transport-moving,Not-in-family,White,1,0,0,55,United-States
41,Private,211731,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,Mexico
43,Private,118536,9,Divorced,Machine-op-inspct,Other-relative,Black,1,0,0,40,United-States
27,Private,42696,9,Married-spouse-absent,Other-service,Unmarried,White,0,0,0,40,United-States
32,State-gov,92003,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,United-States
44,Private,184105,12,Married-civ-spouse,Sales,Husband,White,1,4386,0,40,United-States
46,State-gov,178686,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,38,United-States
48,Private,101684,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
54,Private,291755,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States
19,,200790,8,Married-civ-spouse,,Other-relative,White,0,15024,0,40,United-States
38,Private,275223,10,Married-civ-spouse,Sales,Husband,White,1,7298,0,40,United-States
65,Private,196174,6,Divorced,Handlers-cleaners,Not-in-family,White,0,0,0,28,United-States
26,Private,188569,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,25,United-States
29,Private,22641,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,1,0,0,45,United-States
21,Private,232591,9,Never-married,Adm-clerical,Own-child,White,1,0,0,40,United-States
43,Private,421837,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,Mexico
29,Private,351731,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
33,,163003,9,Divorced,,Not-in-family,Asian-Pac-Islander,0,0,0,41,China
32,Private,152940,12,Never-married,Adm-clerical,Own-child,White,1,0,0,30,United-States
27,Private,69132,13,Never-married,Tech-support,Not-in-family,White,1,0,0,37,United-States
29,Private,53181,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,55,United-States
30,Private,115426,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
32,Private,143604,6,Married-spouse-absent,Other-service,Not-in-family,Black,0,0,0,37,United-States
45,Private,151267,13,Never-married,Adm-clerical,Not-in-family,Black,0,0,0,40,United-States
31,Private,194293,10,Never-married,Adm-clerical,Not-in-family,White,0,2463,0,38,United-States
31,Private,348504,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
60,,141221,13,Married-civ-spouse,,Husband,Asian-Pac-Islander,1,0,2163,25,South
33,Federal-gov,615893,14,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,40,Nicaragua
33,Private,159548,10,Divorced,Adm-clerical,Unmarried,Black,0,0,0,38,United-States
29,Private,102345,10,Never-married,Tech-support,Not-in-family,White,1,0,0,52,United-States
38,Private,210438,4,Divorced,Sales,Unmarried,White,0,0,0,40,United-States
29,Private,100405,6,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,0,0,0,40,United-States
51,Private,117253,9,Widowed,Prof-specialty,Unmarried,White,0,0,0,40,United-States
18,Private,41794,7,Never-married,Other-service,Own-child,White,0,0,0,20,United-States
42,Private,113147,12,Married-civ-spouse,Prof-specialty,Husband,Black,1,0,0,40,United-States
38,Self-emp-not-inc,41591,13,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,1,0,0,30,United-States
64,Private,251292,3,Separated,Other-service,Other-relative,White,0,0,0,20,Cuba
49,Self-emp-inc,143482,10,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,65,United-States
59,,184948,11,Divorced,,Not-in-family,White,1,0,0,48,United-States
41,Private,145220,5,Never-married,Priv-house-serv,Unmarried,White,0,0,0,40,Columbia
39,Local-gov,89508,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
52,Private,128378,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
48,Private,109421,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,55,United-States
26,Private,88449,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,36,United-States
22,Private,254547,10,Never-married,Exec-managerial,Unmarried,Black,0,0,0,40,Jamaica
52,Private,99736,14,Divorced,Prof-specialty,Unmarried,White,1,15020,0,50,United-States
41,Private,271753,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States
20,Private,131611,10,Never-married,Adm-clerical,Own-child,White,1,0,0,48,United-States
55,Private,144071,7,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States
59,Private,159008,10,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,56,United-States
18,Private,193166,5,Never-married,Sales,Own-child,White,0,0,0,42,United-States
37,Private,359131,9,Divorced,Craft-repair,Unmarried,White,0,0,0,48,United-States
41,State-gov,309056,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States
29,Private,338270,9,Separated,Adm-clerical,Unmarried,White,0,0,0,40,United-States
47,Self-emp-not-inc,174533,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
41,Local-gov,33658,10,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,45,United-States
37,Self-emp-not-inc,245372,13,Divorced,Tech-support,Not-in-family,White,1,0,0,15,United-States
52,Private,253784,7,Divorced,Other-service,Unmarried,White,0,0,0,20,United-States
68,,123464,9,Married-civ-spouse,,Husband,White,1,0,0,45,United-States
28,Private,189346,9,Divorced,Handlers-cleaners,Own-child,White,1,0,0,40,United-States
29,Private,119052,9,Never-married,Handlers-cleaners,Not-in-family,Black,0,0,0,40,United-States
44,Private,79531,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States
31,Private,310773,10,Separated,Sales,Unmarried,White,0,0,0,40,Mexico
32,State-gov,198211,10,Never-married,Adm-clerical,Not-in-family,White,1,0,0,38,United-States
18,Private,110230,6,Never-married,Other-service,Own-child,White,1,0,0,11,United-States
26,Private,175789,9,Divorced,Handlers-cleaners,Own-child,White,0,0,0,40,United-States
62,,235521,9,Married-civ-spouse,,Husband,White,1,0,0,48,United-States
24,Private,441700,13,Never-married,Tech-support,Own-child,White,1,0,0,40,United-States
47,Local-gov,134671,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
39,Private,237943,9,Divorced,Machine-op-inspct,Unmarried,White,1,0,1726,40,United-States
27,Private,113501,14,Never-married,Adm-clerical,Own-child,White,1,0,0,45,United-States
41,Private,113324,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States
19,,62534,13,Never-married,,Own-child,Black,0,0,0,40,Jamaica
46,Private,53893,10,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States
20,Private,290504,9,Never-married,Other-service,Other-relative,White,1,0,0,40,United-States
36,Local-gov,175255,9,Married-civ-spouse,Other-service,Wife,White,0,0,0,35,United-States
34,Private,220840,3,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,Mexico
34,Private,37210,9,Never-married,Adm-clerical,Own-child,White,1,0,0,50,United-States
25,Private,191782,7,Never-married,Machine-op-inspct,Own-child,Black,0,0,0,40,United-States
22,Private,197613,11,Never-married,Other-service,Not-in-family,White,0,0,0,30,United-States
27,Private,175262,13,Never-married,Exec-managerial,Own-child,White,1,0,0,40,United-States
48,Federal-gov,215389,9,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,40,United-States
50,Private,195638,6,Separated,Adm-clerical,Unmarried,White,0,0,0,40,United-States
24,,174182,7,Married-civ-spouse,,Wife,Other,0,0,0,24,United-States
50,Federal-gov,20179,14,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States
20,State-gov,340475,10,Never-married,Adm-clerical,Own-child,White,0,0,0,10,United-States
35,Private,269300,9,Separated,Other-service,Not-in-family,Black,0,0,0,40,United-States
20,,117789,10,Never-married,,Own-child,White,0,0,0,40,United-States
54,Private,227832,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States
70,Private,282642,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,2174,40,United-States
31,Private,235389,4,Never-married,Handlers-cleaners,Not-in-family,White,0,0,0,30,Portugal
59,Federal-gov,176317,6,Divorced,Other-service,Not-in-family,White,0,0,0,37,United-States
31,Private,42900,13,Never-married,Tech-support,Not-in-family,White,1,0,0,37,United-States
29,Self-emp-not-inc,189346,10,Divorced,Craft-repair,Not-in-family,White,1,2202,0,50,United-States
44,Private,57233,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,United-States
39,Federal-gov,257175,13,Divorced,Tech-support,Unmarried,Black,0,0,625,40,United-States
48,Local-gov,493862,9,Married-civ-spouse,Exec-managerial,Husband,Black,1,7298,0,38,United-States
55,Private,110871,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
33,Private,154120,9,Divorced,Handlers-cleaners,Own-child,White,1,0,0,45,United-States
43,Local-gov,186995,9,Divorced,Protective-serv,Unmarried,White,0,0,0,40,United-States
26,Private,245628,7,Never-married,Handlers-cleaners,Unmarried,White,1,0,0,20,United-States
30,Private,257849,4,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,48,United-States
20,Private,114874,10,Never-married,Adm-clerical,Own-child,White,1,0,0,30,United-States
56,Self-emp-inc,205601,16,Married-civ-spouse,Prof-specialty,Husband,White,1,99999,0,70,United-States
58,Self-emp-not-inc,222311,9,Married-civ-spouse,Other-service,Husband,White,1,7688,0,55,United-States
39,Private,234901,12,Separated,Adm-clerical,Unmarried,White,1,0,0,40,United-States
24,Private,321435,13,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,United-States
38,Federal-gov,48123,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States
55,Private,349304,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
22,Private,191324,10,Never-married,Protective-serv,Own-child,White,1,0,0,25,United-States
44,Private,161819,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States
64,Private,102103,9,Divorced,Priv-house-serv,Not-in-family,White,0,0,0,50,United-States
46,Private,27669,9,Never-married,Other-service,Not-in-family,White,0,0,0,28,United-States
32,Private,226975,10,Never-married,Sales,Own-child,White,1,0,1876,60,United-States
37,Private,177285,11,Married-civ-spouse,Adm-clerical,Wife,Black,0,0,0,48,United-States
20,Private,120572,10,Never-married,Other-service,Not-in-family,White,0,0,0,12,United-States
19,State-gov,354104,10,Never-married,Prof-specialty,Own-child,White,1,0,0,10,United-States
41,,217921,5,Married-civ-spouse,,Wife,Asian-Pac-Islander,0,0,0,40,Hong
62,Self-emp-not-inc,215944,3,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,30,United-States
43,Private,83756,10,Never-married,Exec-managerial,Unmarried,White,1,0,0,50,United-States
32,,285131,12,Never-married,,Unmarried,White,1,0,0,20,United-States
29,Private,138537,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,1,0,0,40,Laos
29,Local-gov,187649,9,Separated,Protective-serv,Other-relative,White,0,0,0,40,United-States
38,Private,112561,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,United-States
35,Private,54317,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,1672,50,United-States
23,Private,187513,11,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,United-States
53,Private,208570,9,Married-civ-spouse,Sales,Wife,White,0,0,0,26,United-States
21,Private,143604,9,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States
41,Self-emp-not-inc,223763,14,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,65,United-States
49,Self-emp-not-inc,233059,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,60,United-States
36,Private,334291,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,1887,40,United-States
35,Private,26987,9,Separated,Adm-clerical,Not-in-family,White,0,0,0,40,United-States
33,Private,144064,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,55,United-States
43,State-gov,114537,11,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States
29,Local-gov,95393,9,Never-married,Other-service,Own-child,White,1,0,0,20,United-States
38,Private,165466,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,60,United-States
19,Self-emp-not-inc,285263,5,Never-married,Prof-specialty,Not-in-family,White,1,0,0,35,Mexico
27,Private,176683,9,Never-married,Other-service,Not-in-family,White,1,0,0,48,United-States
23,Private,109430,9,Never-married,Other-service,Not-in-family,White,0,0,0,40,United-States
41,Federal-gov,197069,10,Married-spouse-absent,Adm-clerical,Not-in-family,Black,1,4650,0,40,United-States
36,Private,269042,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,1,0,0,40,Laos
41,Self-emp-not-inc,355918,13,Separated,Craft-repair,Not-in-family,White,1,0,0,35,United-States
36,State-gov,37931,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,48,United-States
51,Private,82578,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,38,Canada
54,Private,378747,6,Separated,Transport-moving,Unmarried,Black,1,0,0,45,United-States
33,Self-emp-not-inc,295621,13,Married-civ-spouse,Prof-specialty,Husband,Black,1,0,0,25,United-States
20,Private,117767,10,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States
27,Private,285897,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1848,45,United-States
25,Private,173062,13,Never-married,Handlers-cleaners,Unmarried,Black,1,0,0,40,United-States
45,Private,166107,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,0,0,0,40,Philippines
55,Self-emp-not-inc,119762,6,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,United-States
36,Private,224531,10,Never-married,Other-service,Not-in-family,White,1,0,0,40,United-States
30,Private,101266,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States
34,Private,260560,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States
40,,397346,12,Divorced,,Not-in-family,White,1,0,0,40,United-States
35,Self-emp-inc,187053,13,Separated,Prof-specialty,Not-in-family,White,0,0,0,50,United-States
37,Private,32668,13,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,43,United-States
17,Private,24090,9,Never-married,Exec-managerial,Own-child,White,0,0,0,35,United-States
35,Self-emp-not-inc,372525,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,United-States
53,Private,22418,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
38,Private,234901,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
25,Private,193820,14,Never-married,Prof-specialty,Own-child,White,0,0,0,40,United-States
23,Private,263899,10,Never-married,Adm-clerical,Own-child,Black,1,0,0,20,Haiti
33,Private,119913,11,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
30,Private,246439,10,Divorced,Adm-clerical,Unmarried,White,1,0,0,40,United-States
21,Private,370990,10,Never-married,Sales,Own-child,White,1,0,0,40,United-States
52,Private,162576,12,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States
18,,137363,10,Never-married,,Own-child,White,0,0,0,30,United-States
38,Private,99156,9,Separated,Other-service,Own-child,White,1,0,0,35,United-States
26,Private,280093,10,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States
44,Private,162028,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,2415,6,United-States
32,Private,168981,9,Never-married,Adm-clerical,Other-relative,White,0,0,0,35,United-States
63,Private,318763,10,Divorced,Craft-repair,Unmarried,White,1,0,0,22,United-States
51,Local-gov,47415,12,Married-civ-spouse,Adm-clerical,Wife,White,0,0,1628,30,United-States
36,Private,191161,9,Never-married,Sales,Not-in-family,White,1,0,0,50,United-States
49,Self-emp-not-inc,199326,10,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States
59,Self-emp-not-inc,119344,6,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,36,United-States
30,Private,115963,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
34,Private,532379,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
29,Local-gov,251854,9,Never-married,Protective-serv,Not-in-family,Black,0,0,0,40,United-States
30,State-gov,119422,6,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States
38,Private,215419,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,36,United-States
55,State-gov,169482,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States
49,Private,133969,16,Married-civ-spouse,Prof-specialty,Husband,Other,1,0,0,50,United-States
35,Private,86648,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1977,45,United-States
38,Private,33975,9,Married-civ-spouse,Exec-managerial,Other-relative,White,1,0,0,40,United-States
35,Private,509462,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,45,United-States
43,Self-emp-not-inc,144218,8,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,60,United-States
27,Private,278617,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States
22,Private,50163,5,Never-married,Transport-moving,Own-child,White,1,0,0,40,United-States
49,Private,119182,9,Separated,Other-service,Not-in-family,Black,0,0,0,35,United-States
21,Private,232569,9,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,40,United-States
50,Private,194231,14,Divorced,Sales,Not-in-family,White,0,0,0,40,United-States
25,Private,120268,13,Never-married,Prof-specialty,Own-child,White,1,0,0,70,United-States
39,State-gov,142897,11,Never-married,Exec-managerial,Unmarried,White,0,0,0,50,United-States
54,Private,327769,10,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,United-States
66,Self-emp-inc,249043,13,Married-civ-spouse,Sales,Husband,White,1,5556,0,26,United-States
57,State-gov,32694,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States
61,Self-emp-inc,66614,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
57,Private,107443,2,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,Portugal
48,Private,173243,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,United-States
18,Private,156950,9,Never-married,Adm-clerical,Own-child,White,1,0,0,35,United-States
27,Private,192936,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,United-States
38,Private,227945,14,Married-civ-spouse,Prof-specialty,Husband,White,1,99999,0,65,United-States
48,Federal-gov,100067,10,Widowed,Other-service,Unmarried,Black,0,0,0,40,United-States
42,Private,116632,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,United-States
42,Self-emp-not-inc,212847,9,Never-married,Farming-fishing,Own-child,White,1,0,0,85,United-States
32,Private,107417,9,Never-married,Other-service,Not-in-family,White,1,0,0,37,United-States
35,Self-emp-not-inc,462890,6,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,50,United-States
46,Private,330087,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,United-States
43,Private,221550,14,Never-married,Other-service,Not-in-family,White,0,0,0,30,Poland
43,Private,125461,13,Married-civ-spouse,Sales,Husband,White,1,0,0,65,United-States
50,Private,271160,10,Divorced,Sales,Not-in-family,White,0,0,0,40,United-States
43,Private,169628,13,Never-married,Sales,Unmarried,Black,0,0,0,35,United-States
27,Private,29732,13,Never-married,Prof-specialty,Not-in-family,White,0,4865,0,36,United-States
53,Private,197492,9,Divorced,Machine-op-inspct,Not-in-family,White,0,0,0,40,United-States
46,Private,24728,9,Never-married,Craft-repair,Not-in-family,White,0,0,0,48,United-States
33,State-gov,37070,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,60,Canada
51,Private,174754,9,Never-married,Other-service,Not-in-family,Black,0,0,0,38,United-States
37,Local-gov,34173,9,Married-civ-spouse,Other-service,Wife,White,0,0,0,25,United-States
48,Federal-gov,167749,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,United-States
23,Private,196508,10,Never-married,Handlers-cleaners,Own-child,Black,0,0,0,40,United-States
26,Private,181655,11,Married-civ-spouse,Adm-clerical,Husband,White,1,0,2377,45,United-States
27,Private,181280,14,Never-married,Handlers-cleaners,Unmarried,White,1,0,0,30,United-States
47,Private,97883,13,Widowed,Priv-house-serv,Unmarried,White,0,25236,0,35,United-States
36,Private,174308,7,Divorced,Transport-moving,Not-in-family,White,1,0,0,40,United-States
34,Private,213722,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States
52,Self-emp-inc,230767,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1902,60,Cuba
40,Private,205706,9,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,United-States
47,Private,102771,4,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,Portugal
41,Private,290660,13,Married-civ-spouse,Craft-repair,Husband,White,1,7688,0,55,United-States
37,State-gov,108293,12,Divorced,Prof-specialty,Unmarried,White,0,0,0,38,United-States
31,Private,242984,10,Separated,Handlers-cleaners,Not-in-family,White,1,0,0,40,United-States
26,Private,153078,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,1,0,0,80,
52,Local-gov,194788,14,Divorced,Exec-managerial,Not-in-family,White,0,4787,0,60,United-States
52,Self-emp-not-inc,185407,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
30,Private,196396,10,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States
43,Private,170525,13,Divorced,Prof-specialty,Not-in-family,White,0,14344,0,40,United-States
40,Private,254167,6,Separated,Transport-moving,Own-child,White,1,0,0,35,United-States
65,Private,178934,9,Widowed,Other-service,Unmarried,Black,0,0,0,20,Jamaica
50,Private,164198,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,15024,0,45,United-States
18,Private,137646,7,Never-married,Other-service,Own-child,White,0,0,0,15,United-States
