,income
19667,0
19036,1
8184,1
14757,1
28399,0
13129,0
26052,0
15737,1
17019,0
27114,0
26225,0
29533,0
5406,1
29704,0
16120,0
17037,0
14024,0
10980,1
3198,1
5256,0
4224,0
15661,0
8717,0
25971,0
12635,0
28076,1
30294,0
9014,1
23109,0
4828,0
4260,0
5028,0
13089,0
29265,1
16705,0
19077,0
8585,0
30575,0
16186,0
14932,1
28987,0
11143,0
30003,0
23924,0
16802,0
32268,0
29527,0
8816,1
27550,1
29045,0
29750,0
13256,0
19971,0
7112,0
23989,0
1223,0
28909,1
3625,0
18360,0
26084,0
9788,0
3360,1
32424,0
10736,1
13579,0
12123,0
28726,0
21043,0
10951,1
930,0
19559,1
21996,0
25289,0
11204,1
6004,1
21155,0
1345,0
982,0
5024,0
11738,0
8548,0
22798,0
23201,0
28716,0
9540,0
3785,0
20520,0
4752,0
21924,0
31821,0
8900,0
9847,1
19493,0
9659,0
13982,1
6385,0
20354,0
14549,0
8262,1
17727,0
27135,0
8397,1
14881,0
10129,0
27103,0
2416,0
30239,1
12854,0
26338,0
14534,0
10463,0
19535,0
21524,0
13195,0
30499,0
7751,0
4671,0
10032,0
10813,1
30457,0
15772,0
30044,0
49,0
19241,0
29071,0
23962,1
27220,1
28789,0
12427,0
17685,1
27559,0
30188,1
2834,0
9589,1
8413,1
25598,0
14050,0
24490,0
18773,1
12876,1
4323,0
12325,0
10763,0
14802,1
31459,0
5863,0
18784,0
21452,0
12249,0
11894,0
32545,1
27185,0
15648,0
17302,0
18522,0
9752,1
9341,0
23705,0
3861,0
26354,0
26706,0
9864,0
7662,0
14071,0
24166,1
16361,0
23599,1
5950,0
12145,0
20898,0
25754,0
16783,0
17533,0
10352,0
8953,0
9928,0
16491,0
12815,0
30972,0
5887,0
26380,0
26770,1
11560,0
11009,0
1697,0
5152,0
5753,0
1897,0
8222,0
16909,1
21628,0
15967,0
1989,0
5589,1
24227,0
13217,0
15756,0
29362,1
2439,0
32015,0
19668,0
25674,1
3379,0
25319,1
21436,0
31321,1
26875,0
11412,0
3934,0
20920,0
2039,1
2360,0
20724,0
29263,0
10140,1
5569,0
1964,0
8659,0
5016,0
16540,0
17753,0
10867,0
6671,0
10047,1
8801,1
28693,0
30284,1
8963,0
15610,0
18205,0
5290,1
2452,0
14893,0
31991,0
27304,0
6938,0
22508,0
24991,0
32321,0
25958,0
19092,0
11565,0
31583,0
27315,0
30548,0
7777,1
22216,0
29454,1
18296,0
26991,0
16075,0
5065,0
27536,0
25622,1
28672,0
2046,0
14771,0
18519,1
10469,0
6329,0
27113,0
8458,1
28144,0
13959,0
6125,0
5565,0
31055,0
9626,0
15321,0
4116,0
11254,1
11716,0
14970,0
5032,0
15679,1
1904,1
21178,0
11775,0
14628,1
21182,0
26537,0
7385,1
13447,0
24176,0
20044,0
19509,0
24517,0
3680,0
12180,0
28807,0
9012,0
26951,0
2089,1
7685,0
17982,0
6017,1
16619,1
6649,1
6178,0
20155,0
21566,1
30977,0
8241,0
12265,0
20731,1
25076,0
5178,0
24010,1
23142,0
6592,0
24622,0
14838,1
26384,0
4786,0
3655,1
10143,0
20626,0
21727,0
12699,0
9605,1
29011,1
31342,0
3975,0
8390,0
1119,0
6388,0
11525,1
18277,0
19828,0
21957,0
9182,1
4862,1
29594,0
24326,0
6324,1
18349,0
30244,1
15769,0
30558,0
30532,0
19547,0
27568,0
10283,0
12386,0
25647,0
16422,1
11851,0
7169,0
13836,1
25756,0
25142,0
5839,1
26125,0
4464,0
25484,0
28358,0
31024,0
285,1
24648,0
16775,0
26675,1
13255,0
19200,0
24425,0
8118,0
6232,0
27525,1
23321,0
16598,0
16742,1
28536,1
9757,0
30640,0
30816,0
3048,0
10151,0
17943,0
11949,0
4661,1
27066,0
4046,0
18745,0
1918,0
31618,1
10647,1
1736,0
1979,0
21102,0
2067,0
20061,0
25861,0
22541,0
10079,1
27347,1
14568,0
27329,1
4445,1
5895,0
25280,1
27648,0
3061,0
1156,1
27272,0
31410,0
25193,0
4691,0
29030,1
24458,0
31051,0
27972,1
2919,1
12536,0
20163,1
12376,1
29970,0
27365,1
1693,1
19403,0
18947,1
2732,0
3624,0
21606,1
31262,0
16516,1
11321,0
20310,0
8880,1
29359,0
8543,0
29851,0
2846,0
3755,0
30013,0
20300,0
25162,0
6757,0
7302,0
30775,0
5972,0
29658,0
5232,0
24197,0
4021,0
18792,0
31716,0
27789,1
25888,1
7030,0
18592,0
25118,0
13967,0
7144,0
32460,0
6326,0
20561,0
2296,0
28142,0
28906,0
21541,0
9498,0
7595,0
30911,0
22145,1
9896,0
21532,0
27800,0
1373,0
7697,0
18506,0
11524,0
8128,0
2372,0
19646,0
32340,0
30135,0
15032,1
21216,1
426,0
14849,0
13760,0
17885,1
32124,0
27208,0
339,0
3480,1
23979,0
20830,0
15331,1
22163,0
21560,0
13506,1
723,1
11509,0
8835,0
9415,0
17391,0
27038,0
21797,0
10981,0
3649,0
19123,0
11168,1
15924,0
2959,0
19888,0
22046,1
129,0
3663,1
31092,0
16641,0
5352,0
19970,0
27428,1
15897,0
4789,0
3194,0
11203,1
21392,1
11512,0
31555,0
28072,1
16362,0
26469,0
15435,1
19895,1
12378,1
1235,0
3403,0
13014,0
24435,1
13178,0
29854,0
3269,0
31757,0
1653,0
1442,1
6487,1
5023,0
26203,0
27848,0
26369,1
9821,0
14537,0
32169,0
10480,0
15664,1
61,0
6288,0
608,0
21184,0
675,0
19,1
5436,1
29974,0
20766,0
20198,0
1643,1
29293,0
13139,0
14199,0
23285,1
18258,1
16378,0
2487,0
9447,0
18495,0
16414,0
7389,0
19776,0
30997,0
14470,1
24272,1
22660,0
17987,0
7117,1
16727,0
13032,0
20533,0
12993,0
23851,0
12011,0
27879,0
32452,0
22376,0
10161,0
26342,0
12263,0
2478,0
3800,0
6902,0
28134,1
7702,0
1649,0
18956,0
16551,0
28595,0
17290,0
31626,0
7896,1
7650,0
22560,0
29856,0
8508,0
1983,1
23508,0
6169,0
3032,1
1540,0
15991,0
9275,0
16251,0
21224,1
8851,0
23579,0
22728,0
751,0
25478,0
9517,0
17443,0
28641,0
29844,0
24367,0
30446,0
15850,0
1149,1
28824,1
15060,0
23971,0
27580,0
17397,1
28287,0
2086,1
26204,0
20301,0
11848,0
26944,0
24114,0
19696,0
18010,0
19952,0
22835,0
25267,0
8947,0
21417,0
12868,0
23236,1
10451,0
2364,0
47,0
12069,0
15421,0
31176,0
32051,0
29407,1
24635,0
21368,0
2758,0
11340,0
25134,0
13109,1
20891,0
10805,0
3289,0
28375,0
28760,0
4755,0
21406,0
29972,0
31409,0
23865,0
21210,1
27170,0
24116,0
32291,0
2446,0
20647,0
22971,1
17597,1
27422,0
1871,0
21379,0
24106,0
11977,0
418,0
11126,1
1213,1
29573,0
17386,0
7162,0
21860,0
11636,0
2499,0
28964,0
30852,1
10111,0
29159,0
18381,0
12610,0
10735,0
4840,0
2912,0
28112,0
6371,0
1038,0
7933,0
29506,0
31941,0
14232,0
26894,0
12695,0
24521,0
25057,1
14496,0
32088,0
5738,0
25671,0
26856,0
24307,0
25049,0
20822,0
8885,1
29347,0
15005,0
21637,0
24689,1
32217,0
18864,0
26654,1
18135,0
241,0
24052,0
30033,0
27447,1
29357,1
23284,0
21062,0
1952,0
10746,0
6259,0
1594,0
30521,1
28891,0
1984,1
20565,0
12315,0
10875,0
25370,0
1042,0
27157,0
22659,0
15929,0
1783,1
62,0
0,0
16549,0
3462,0
16508,0
23995,1
19966,0
17208,0
2144,0
26199,1
5854,0
14082,1
3665,1
11609,0
32123,1
605,0
3139,0
14678,0
2271,0
1878,0
11082,1
12569,0
3038,0
23671,1
29379,0
17999,0
11730,0
14235,0
1028,0
15548,0
14017,1
21830,0
31478,0
24645,0
6545,0
7526,0
4221,0
9760,1
1941,0
12810,0
12397,0
14782,0
8329,0
3449,0
18930,1
32407,0
16728,0
14814,1
28415,0
22060,0
15171,0
20748,0
24582,0
26003,1
14950,1
4526,0
24702,0
413,1
24476,1
9370,0
14779,1
29556,0
3954,0
4882,0
24203,1
8466,0
7387,0
17128,0
28348,1
21198,1
13037,0
25629,1
14982,0
8827,1
22810,0
24887,0
2288,0
98,0
24678,0
16308,0
13501,1
22100,0
5323,0
20320,0
7917,0
11433,0
27929,0
31611,0
1523,0
22961,0
29434,1
21853,0
30723,0
6196,1
30490,1
2634,0
26303,0
31063,0
24329,1
20551,0
17941,0
14076,1
9608,0
1130,0
15398,0
19995,1
22328,1
27206,0
1416,0
5851,0
21824,0
1621,1
23506,0
11723,1
1840,0
5443,0
21862,1
7179,0
16435,0
25452,0
18946,0
11190,0
28065,0
29811,0
11493,0
15544,0
1486,0
5622,0
27737,0
26310,0
1238,0
14466,0
10608,0
9912,0
6111,1
15823,0
6065,0
800,0
29085,0
25511,0
18421,0
28260,0
20495,0
17429,1
9018,0
9152,0
12523,0
19148,0
22694,0
8616,0
18876,0
24479,0
17568,0
6969,0
21776,0
27937,0
1896,0
21481,1
29281,0
12307,0
8677,0
12042,0
19780,0
1315,0
21343,0
5650,0
6078,0
17045,0
30629,0
4942,0
6469,0
19861,1
8332,0
9563,0
21597,1
6245,1
8308,0
5004,0
30117,0
7103,1
11611,0
21229,0
23378,0
23458,0
13632,0
27897,1
16272,0
13699,0
23334,1
14407,0
13500,0
15565,1
21767,0
25793,0
30014,1
30703,0
18119,0
27244,0
24866,1
16102,1
25065,1
6107,0
18874,0
24281,1
10804,0
13889,0
21169,0
20876,1
7737,0
2802,0
28218,0
18545,0
29257,0
14242,0
2054,0
19863,0
17323,0
21428,0
17973,0
9604,0
18535,1
16706,0
1270,0
16847,1
4852,0
9886,0
9823,0
31111,1
9866,1
7916,0
8750,0
1663,0
932,0
28915,0
10407,0
7105,0
14156,0
27590,0
15643,0
3787,0
24736,0
23371,0
6834,1
4741,0
16725,0
9403,0
19582,0
27408,0
30679,0
23140,0
22005,1
19067,0
28219,0
12420,0
11029,0
9285,0
3120,0
6438,0
27146,0
31047,0
30996,0
9728,0
8278,1
25737,0
12674,0
5000,1
26839,0
10809,0
2614,1
14211,0
14984,0
2636,0
22346,0
473,0
10859,0
11827,0
7679,1
5440,0
5992,0
27106,0
13750,1
19538,0
31313,0
19272,1
23344,1
9976,0
12563,0
9743,0
2211,0
32362,0
24240,0
30170,0
1293,0
18508,1
4897,1
5491,0
7411,0
15954,1
5168,0
17241,1
18656,0
28635,0
15937,0
22362,0
12402,0
31064,0
20220,0
1767,0
11892,0
8775,0
5281,0
5962,0
17712,0
19505,0
23965,1
19191,0
18888,1
19772,1
23873,0
5252,0
7618,0
5526,0
30514,0
11837,0
31552,0
8587,0
7019,0
14863,1
24690,0
14310,0
6446,0
14889,0
6268,0
1002,1
19034,0
26245,0
31108,0
28795,0
13894,0
18524,0
15496,1
6725,0
27785,0
29328,1
29420,0
12347,1
30095,0
20614,0
7252,0
9581,0
20027,0
14328,1
21427,1
17087,0
16221,0
10857,0
23782,1
17561,0
19545,0
32285,0
17447,0
12535,0
11389,0
5935,0
31465,0
2953,0
21892,1
19830,0
21799,0
13646,0
6958,0
2737,0
28986,0
12441,0
28886,0
15009,0
15225,1
27602,1
31612,0
30569,0
17438,1
21104,1
2857,0
4436,0
5108,1
14469,0
28187,0
7461,0
10660,0
16110,0
25390,0
10037,0
8131,0
9354,0
16311,0
2304,1
15825,0
30067,1
4625,1
31684,1
22037,0
3545,0
17690,0
14101,0
21384,0
29246,0
31296,0
10439,0
22152,1
27591,0
29492,0
32383,0
17498,1
22830,0
6134,0
19797,1
2821,0
2021,0
14093,0
18932,1
10807,0
31112,0
23231,1
29524,0
5282,1
6100,0
10334,0
2556,1
30216,1
32514,0
11803,0
7091,0
30217,1
31372,0
3344,0
27948,1
1513,0
181,0
13356,0
29268,1
24924,0
29285,1
1853,0
15091,0
2163,0
31482,0
24771,0
1250,1
31444,0
19836,0
15668,1
8820,0
10072,0
3966,1
7982,0
27772,1
10121,1
7143,1
4984,0
20295,0
13831,0
11950,0
8083,0
26876,1
29666,0
5236,1
3656,0
10661,1
31541,0
21002,0
17933,0
27462,0
677,0
20447,0
8987,0
5092,0
6498,0
26158,0
21820,0
29453,0
31963,0
25842,0
22132,1
7016,0
4931,0
14866,1
31267,1
30266,1
18389,0
8566,1
13390,1
248,1
8964,0
31695,0
27172,0
6629,0
28308,1
3999,0
13234,0
17246,0
18561,0
30953,0
18818,0
24672,0
23840,1
4981,0
17870,0
13606,0
15105,1
2241,0
4310,0
17178,0
2589,1
26792,0
23168,0
1003,0
5148,0
21389,0
19741,0
6300,0
26857,1
18781,0
13232,0
26710,1
15019,0
23429,1
28755,1
25404,0
17858,0
30053,0
13155,0
12771,0
14963,0
27830,0
23923,0
24713,1
12425,0
22155,0
31974,0
22165,0
26284,1
30312,0
9234,0
11092,1
5568,1
16427,0
32244,0
25704,0
22581,0
20446,0
18727,0
26421,0
10123,0
9867,1
10290,1
3857,0
24064,1
30138,1
18680,1
3477,1
26328,0
1010,0
26430,0
5365,0
24398,0
24322,0
11756,0
8570,0
6313,1
13511,0
17278,0
29669,0
23123,0
29965,1
27310,0
934,1
17671,1
30891,0
32210,0
30401,1
7199,1
25067,0
25360,1
1343,0
8711,0
8553,0
774,0
16814,0
29902,0
14865,0
32099,0
31315,0
1148,1
2954,0
24518,0
10246,0
12479,1
10249,0
11211,1
21694,0
470,1
25170,0
28333,0
24101,1
28841,0
31283,0
7964,0
14616,0
28184,0
12363,1
6008,1
21109,1
30868,0
19156,1
18150,0
29926,0
26099,0
22093,0
31547,0
25467,0
18346,0
9363,0
8588,0
23096,0
25025,0
11804,0
18892,1
25175,0
30667,1
22040,1
21267,0
17314,0
9548,0
13881,1
176,0
16558,0
11506,0
7277,0
15852,1
14768,0
1623,0
1236,0
6337,1
2234,0
28059,1
5154,0
5720,0
18477,0
4004,1
20549,1
2394,0
32120,0
28529,0
5920,0
25450,0
12192,1
15974,0
5771,1
2436,0
23571,1
23350,0
2562,0
25182,0
3746,0
14450,0
9874,1
10669,0
7774,0
1327,1
11733,0
6615,0
7798,0
5737,0
14256,0
31404,0
3276,0
2746,0
15654,1
8296,0
8085,0
25185,0
9856,0
19773,0
14977,1
20261,0
3674,1
20813,0
8013,1
19109,0
3865,1
20775,0
11468,1
9889,0
15651,1
5163,0
25822,0
15274,0
5446,0
14815,1
12929,0
268,0
518,0
7161,0
17737,0
15765,0
6362,0
12326,1
22336,0
10202,1
2358,0
6025,1
7344,0
19912,0
27076,0
17412,0
23374,0
937,1
12688,1
23702,0
10464,0
3459,0
27121,0
25339,0
13497,0
20455,0
4966,0
18903,0
21834,1
2774,1
267,1
19840,0
3119,0
8422,0
18410,0
1210,1
29633,0
13077,0
14910,0
1085,0
8497,1
740,0
9598,0
6220,1
8854,1
3036,0
17124,0
17508,1
15609,0
23443,0
31131,0
11574,0
23629,0
24282,1
24693,0
21859,0
1769,1
18929,0
3708,0
18166,0
17406,0
6681,0
7628,0
31273,0
7432,1
1499,0
3562,0
6661,1
22636,0
130,0
18844,0
11454,0
3220,1
4880,1
11916,1
4919,0
1176,0
15044,0
23283,0
5584,1
25269,0
12120,1
29088,0
1825,1
11372,0
20033,0
23708,1
8069,1
12631,0
160,0
17392,0
22205,0
12798,0
22765,0
5768,0
24858,1
19110,0
1707,0
2216,0
6331,1
2995,0
27638,0
18276,0
25705,0
398,1
23586,0
16159,0
30851,0
10990,0
13595,0
25557,0
26488,1
23742,0
6715,0
3940,0
20564,0
22299,0
12947,0
25464,0
27547,1
24664,0
17064,0
12901,0
28976,0
21100,0
13576,0
20351,0
27097,0
5945,0
6177,1
30012,1
20389,0
9087,0
449,0
27119,0
20788,0
19384,0
25139,1
18429,0
24181,0
30883,0
18706,0
8729,1
21141,0
13910,0
6608,1
31986,1
6523,0
28892,0
366,0
14708,0
7809,0
18463,1
7561,1
18746,0
14973,0
25425,1
17854,0
1890,0
5136,0
5205,0
31814,0
26915,0
31113,0
30586,0
12924,1
5968,1
22857,0
26832,1
17661,0
7585,0
20744,0
18803,0
28268,0
1688,0
23905,0
6675,1
18894,0
20154,0
4292,0
4614,0
21307,1
23047,0
12129,0
25821,0
18424,0
7151,0
10644,0
29475,0
13314,0
27154,1
28919,1
16053,1
4822,0
29037,0
14874,1
22469,0
15535,0
454,1
10218,1
29639,0
6960,1
164,1
12048,0
6742,0
182,0
30607,0
28544,0
30814,0
30171,0
15018,1
20474,1
3183,0
31635,0
8293,0
20334,0
30318,1
3742,0
6358,0
10666,0
18497,1
9027,0
7864,0
30843,1
4787,0
7089,0
9902,0
254,0
27478,0
21008,0
23778,0
4474,1
27871,0
10614,0
19278,0
10726,0
12283,0
15527,0
24951,0
18313,0
18333,0
8768,1
933,0
20144,1
26244,0
12507,0
5807,0
27284,0
11691,0
13666,0
26459,0
30622,0
29884,0
22038,0
10204,0
22294,0
32162,0
5644,0
21003,0
16559,0
11069,1
8264,0
1037,0
30747,0
26953,1
4848,0
5998,0
18513,0
22217,0
3357,0
4415,0
21515,0
31164,1
17879,1
18865,0
3179,0
26442,1
15962,0
952,0
19048,0
23762,0
11266,1
3347,0
7922,0
5001,0
26698,0
18924,0
20343,1
25205,0
25650,0
18113,0
21338,1
9077,0
19111,0
12033,0
30210,0
24698,0
13196,0
25100,0
18143,1
24184,0
8687,0
29624,0
14995,0
9041,1
21385,1
24319,1
20556,0
26733,0
7324,0
29503,0
16152,1
11173,0
30110,1
12956,0
26071,0
23494,0
23257,0
27339,0
6508,0
30887,0
28671,1
27255,0
9611,0
23662,0
3205,0
8368,0
16784,0
9528,0
24644,0
25308,0
6850,1
24750,0
14795,1
15579,1
31481,1
16403,1
26499,0
21576,0
4909,0
8045,0
18070,0
304,0
12707,0
20252,1
12595,1
19068,1
6195,0
10257,0
7767,0
27702,0
3920,0
24656,0
24642,0
20330,0
9044,0
7079,1
5954,0
21438,0
7892,0
6077,0
18658,0
15599,0
28935,1
28848,0
18537,0
8730,0
30847,0
1139,0
14806,0
12551,0
12312,0
15400,0
468,1
28085,1
21870,0
22366,0
23465,0
4257,1
29707,0
12932,0
617,0
19018,0
1310,0
21292,0
31938,1
25831,1
29282,0
5302,0
5907,0
3251,0
14286,0
6741,0
22134,0
28859,0
18738,0
31319,0
27335,0
11983,0
25854,0
28916,0
26396,1
21777,0
8760,1
9595,0
7266,1
4812,1
5964,0
14964,0
23228,0
2829,1
26335,0
5860,0
24039,0
289,0
9316,0
2656,0
3478,1
15165,1
12757,0
13960,1
8701,0
26146,0
2657,0
29895,0
5520,0
30739,0
23734,0
26546,0
3526,0
12404,0
17525,0
10030,0
1876,1
26243,1
14623,0
2538,1
7640,0
30616,0
9237,1
10785,0
15394,1
12138,0
23492,0
25128,0
23704,0
28954,1
7833,0
15830,1
5926,0
21543,0
2596,0
29015,0
21564,1
4797,1
21978,1
4488,0
19281,1
19451,1
377,0
357,1
22160,0
29302,0
30286,0
8726,0
10326,0
14690,0
17899,0
19433,0
5539,0
13254,0
28409,0
600,0
2087,0
9059,1
29499,0
7506,0
19723,0
23637,0
19827,0
17294,0
22968,1
5811,0
14324,0
10387,0
184,1
4352,0
13022,0
7146,0
14545,0
6066,1
14098,0
16834,0
17435,0
24144,0
31676,0
29973,0
32109,1
8807,0
25362,0
31851,1
16202,0
6058,0
29645,0
28440,0
19422,0
23121,0
29063,0
31018,0
24691,0
9451,0
23185,0
13983,1
5387,0
24395,1
4318,0
12576,0
17014,0
14280,0
2652,1
6019,0
27484,1
22663,0
27386,1
19447,0
8532,0
6475,1
21194,0
17272,0
113,0
16694,1
472,0
15590,1
19586,0
22888,0
22058,0
31284,0
24127,0
5871,1
5868,0
24630,1
19608,0
31485,0
10122,1
18002,0
31924,0
848,0
5050,0
18674,0
4571,1
23827,0
17794,0
24191,1
20437,0
3773,0
13317,1
30041,0
26608,0
15686,0
31440,0
18090,0
16207,0
135,1
23129,0
30025,0
14740,0
28141,0
21752,1
22841,0
19789,1
25712,0
12250,0
12941,0
31245,1
27306,0
23617,0
26564,0
31492,0
30947,0
21551,1
2584,0
23115,0
20506,0
10282,0
8792,1
6560,0
3039,1
23994,1
20843,1
3997,0
22078,1
30978,0
6568,0
29837,0
22592,1
11109,0
11483,1
16875,0
30866,0
425,0
14756,0
26215,0
21681,1
21898,0
5270,0
15139,0
13575,0
30742,0
4693,0
29432,0
25665,0
26961,0
6812,0
2531,0
18735,0
16192,0
19144,0
26941,0
17384,0
17069,0
7017,0
17298,0
4111,0
25063,1
26112,0
325,0
11409,1
23024,0
5362,0
10028,1
14230,0
11854,0
27548,0
30263,0
5237,0
30444,0
28121,0
13587,0
30062,0
2197,0
31694,0
30725,0
13985,1
18480,0
28746,1
11357,0
27576,0
8702,0
31539,0
653,0
26124,1
19584,0
7664,0
18585,0
3234,0
20311,1
10593,0
10921,0
9308,0
20008,1
32223,0
26509,0
13223,0
25764,1
8567,0
2099,0
23855,0
27493,0
25038,0
19817,1
20087,0
30215,1
1275,1
16279,0
13527,1
5369,0
4304,1
710,0
18867,0
23053,0
9904,0
2132,0
18998,1
25684,0
24779,0
10734,0
15238,0
24579,0
24984,0
11103,1
26453,0
21337,0
32080,0
31406,1
9056,0
10044,0
26622,0
30206,0
8298,0
9915,0
26184,0
16360,0
22805,0
30139,0
28390,0
11896,1
8832,0
12469,0
4132,0
4622,1
566,0
31256,1
8975,1
26264,0
11824,1
22109,0
16246,1
13499,1
24168,0
17401,0
25910,0
5383,0
23333,0
5460,0
19935,0
12499,0
32132,0
12151,0
29735,0
30035,0
10737,1
17127,0
13262,1
24897,0
6949,0
22135,0
11292,1
20554,0
9434,0
20208,0
26234,1
16809,0
1795,1
23438,0
6836,0
13027,0
14337,1
1057,0
10159,1
7689,0
2629,0
7701,1
29125,0
2731,1
4816,1
32296,0
10162,1
5648,0
30419,0
28883,0
23015,1
28696,0
445,0
27611,0
8915,0
4800,0
18708,0
27841,1
16944,1
2543,0
4623,0
20403,0
31614,0
10470,0
27467,0
18775,0
8614,1
284,0
998,0
18089,0
26281,1
11376,0
5021,0
29330,0
16642,0
18601,0
7363,0
27046,0
1718,1
32410,0
14619,0
21826,1
19441,0
29740,0
13566,0
4768,1
22722,1
32344,0
4281,0
7201,0
28090,0
4533,1
29784,1
23805,0
31290,0
19600,0
22643,1
7532,1
4592,1
7042,0
9751,1
11586,0
8471,1
3661,0
21518,0
8354,0
5428,0
20380,0
24994,0
2379,0
20583,0
19685,0
682,1
111,1
31490,0
32556,0
14013,0
8344,0
7326,0
30644,0
16140,0
31582,0
3411,0
27661,0
12513,0
3977,0
3546,0
4403,0
7395,0
24758,0
11398,1
1374,0
26250,0
19785,0
19055,0
23897,1
20507,1
4315,0
23313,1
4878,1
17772,0
21263,0
7182,0
2661,0
24568,0
5704,0
7122,0
7022,0
11002,0
24477,1
16712,0
3788,1
14656,1
29518,0
23916,1
9471,0
15585,0
5059,0
6261,0
4089,0
28783,0
7601,0
23667,0
23960,0
23883,0
5944,1
20303,0
13275,0
19071,0
25527,1
26224,0
14590,0
25845,0
648,0
23824,0
26195,0
21085,0
14624,1
7336,1
25803,1
12260,0
24747,0
6222,0
23151,0
22006,0
28811,0
16334,0
21380,0
10434,0
3651,1
11152,1
23026,0
7413,1
3684,0
10635,0
15916,0
24495,0
19396,0
13134,0
24318,0
2481,1
13793,0
21729,1
1858,0
6905,0
20918,1
25946,0
7534,0
20860,1
18208,0
9049,0
25477,0
18174,0
1602,0
21925,0
18952,0
22939,0
11253,0
18995,0
22443,1
26558,1
14377,0
14202,1
3475,1
22650,0
30889,0
318,0
8016,0
30303,1
25883,0
30127,1
31687,0
25978,0
7123,1
13553,0
23022,0
28651,1
20569,1
18462,1
26201,0
5823,0
29023,0
7070,0
24574,0
28485,0
17969,1
23860,0
13157,0
4775,0
8824,1
15138,0
10116,0
12553,0
8501,0
20797,0
12081,0
22108,0
29905,0
84,1
13651,1
10501,0
21705,1
3851,0
15743,0
28492,0
17506,0
16005,0
17564,0
31581,1
17672,1
25272,0
21708,0
10435,0
21652,1
17823,1
3607,0
15595,1
11078,1
28002,1
25873,0
6155,0
30462,0
1320,0
23450,0
31177,0
23740,0
21884,1
5382,0
5819,0
6182,0
31666,0
6117,0
22690,0
27798,0
8362,0
16747,1
19376,0
1143,0
8488,0
15486,0
551,0
7278,0
24660,0
14488,0
23609,0
25208,0
24798,0
8592,0
31725,0
2803,0
1046,0
149,0
3069,0
18718,1
8686,1
94,1
7627,0
20023,0
1844,0
914,0
9796,0
29857,1
30752,0
27839,0
18828,1
29888,0
1496,1
30520,0
15682,0
31060,1
27048,0
16237,0
14398,0
18756,0
4886,0
14102,0
10636,0
28540,0
7100,1
18605,0
7875,1
25004,0
29156,0
21848,0
23351,0
11551,0
20085,0
12337,1
27070,0
19821,0
22513,1
22676,0
18574,0
31489,1
25316,1
19641,0
10124,0
4902,0
20602,1
19426,0
19671,0
5147,0
8434,0
7286,1
5570,1
1967,0
25291,0
9379,0
16327,0
32380,0
1634,0
30985,0
16601,1
26219,0
7404,1
19513,0
30253,0
9812,1
20069,0
26764,0
26580,0
3037,0
9674,0
622,0
6248,0
926,0
9693,0
16757,1
30778,1
18644,0
20491,1
31949,0
10333,0
30562,0
30884,1
14020,0
16709,0
18915,0
14766,0
15045,0
16562,0
31089,0
24413,0
1332,0
9227,1
5151,0
15121,1
31396,0
10525,0
2688,0
1714,0
22504,0
20142,1
2059,0
21010,0
6039,0
8525,1
20727,0
23544,0
32483,0
3855,0
1178,0
8124,1
7520,0
27842,0
12094,0
14246,0
16013,0
27196,0
17448,0
10910,1
21985,0
10083,0
8510,1
10118,1
7582,0
18257,0
25700,0
23119,0
22073,0
7847,0
21664,0
15058,0
21260,1
30955,0
2818,0
17683,0
950,1
5364,0
23420,1
28229,1
22091,0
24445,0
16347,0
29940,0
24200,1
22556,0
6387,0
9587,0
26629,0
1639,1
5202,1
17708,0
13251,0
18678,1
6453,1
16387,0
19848,0
11925,0
12652,0
29012,0
22591,1
24592,0
26254,0
27411,1
23381,1
14051,0
25917,1
22284,1
14939,0
7318,0
1965,0
18289,0
28259,0
28329,1
20772,0
2025,0
25123,0
31193,0
9360,0
32532,1
13559,0
11765,0
11140,0
4964,0
4127,1
10576,1
28969,1
7683,0
22567,0
15931,0
14253,1
20375,0
2928,0
15502,0
21764,0
1790,0
13636,0
14033,0
13979,0
20392,0
6956,0
31160,0
30061,0
28999,1
14553,0
32486,0
24786,0
7028,0
31760,0
6709,0
27914,0
17877,0
13142,0
12183,0
25424,1
1593,1
10396,0
4383,0
7529,1
700,0
28448,0
20974,0
7445,0
29003,0
22168,0
11380,0
24087,0
14582,0
4029,0
14859,0
21501,1
12191,0
12498,0
22524,0
10617,0
764,1
3116,0
17173,1
4342,0
758,1
24684,0
6600,0
10926,0
12435,1
32551,0
24595,0
20802,0
38,1
3613,0
9650,0
21356,0
22357,0
11857,1
18763,1
5276,1
15409,1
7480,0
7205,1
2894,1
20805,0
5047,0
21336,0
4587,0
12566,1
27443,0
21968,0
27895,0
9248,0
6726,0
17126,1
4856,0
8700,0
32063,1
29131,1
1024,0
7574,0
6303,1
24535,0
17361,0
15660,1
2807,0
14037,0
27013,0
24820,0
27814,0
5836,1
8498,0
18721,0
20139,0
31992,1
21110,0
9181,0
30990,0
30590,1
17190,0
22122,0
252,0
6862,1
5083,0
24071,1
14551,0
511,0
30238,0
5770,0
14473,0
32334,0
24860,0
3333,1
30302,1
25714,0
25422,1
8407,0
28048,0
22743,0
4062,0
9062,1
750,1
19009,0
19534,0
2348,1
6076,0
29839,1
8936,1
31498,0
23793,0
10845,0
25577,0
29143,0
19983,0
16028,0
6942,1
25987,0
27760,0
25178,1
7854,0
1465,0
19788,0
7224,0
31034,0
30933,0
30207,0
2390,1
28305,0
19726,1
