,income
9636,1
23585,1
25971,0
20000,0
11568,0
18976,0
32439,0
12796,1
5964,0
21404,1
4172,1
8024,1
17890,0
7617,0
17528,0
6107,0
20527,0
6034,1
32087,0
18099,1
31839,0
21820,1
26311,0
31587,1
13924,0
25334,0
22125,1
7019,1
18037,1
8924,0
8696,1
12052,0
5953,1
25437,0
7998,1
14365,0
14016,0
21537,1
8824,1
31230,1
19227,0
3387,1
9180,0
14651,1
19576,1
30858,1
6070,0
27428,0
16839,0
4156,0
1203,1
20786,1
30166,0
17923,0
22963,1
29839,1
22891,1
26753,1
4117,0
15179,0
9903,1
10470,0
10689,1
32053,1
17324,1
24266,1
1506,0
22523,0
1717,1
13748,0
25275,1
23710,1
3413,1
18700,1
23293,1
26670,0
5030,1
2806,0
15346,1
30131,1
25827,0
31713,0
16211,1
21980,1
23549,0
18293,1
16752,1
23852,1
19606,1
21821,0
9202,1
25196,1
1400,0
28978,0
12680,0
26273,1
6666,0
18818,1
25132,1
9285,0
4100,0
21422,0
10569,0
6675,1
18476,0
5274,1
337,0
25379,1
16414,0
28932,1
15350,0
31996,0
8305,0
5957,0
26338,0
31847,1
29862,1
22765,1
14221,1
11101,0
3172,0
10645,0
3175,1
7047,0
30674,1
30341,0
28983,0
19999,1
19388,0
19113,0
2578,1
1961,1
24539,1
23258,1
23276,0
21879,1
22442,1
19574,0
27146,0
29186,0
30847,1
10879,1
21908,0
1980,0
17415,1
13006,1
8439,0
4104,0
15433,0
9117,0
32183,0
25494,1
12821,0
28934,1
28062,0
31999,0
4708,0
26700,0
14215,1
19808,1
31332,1
9111,1
2852,0
28098,1
3843,0
18629,1
13151,0
25349,1
25478,0
4447,0
18938,1
3803,0
29529,0
8809,0
16446,0
22510,0
8,1
22240,1
17004,0
17867,0
32056,1
26635,0
23404,1
16785,0
10845,1
23869,0
28007,0
10857,1
6291,0
7206,1
11970,1
31331,0
452,1
19440,0
32067,1
28967,0
20238,0
24012,0
22540,1
5836,0
24103,0
7829,1
23167,0
14244,0
29809,1
3514,0
31823,1
15095,1
2232,0
14993,0
12391,0
4607,0
25305,1
3926,1
12058,1
20450,0
23593,0
17963,0
15403,1
18788,1
29273,0
22872,0
3633,0
6186,0
3483,0
15539,0
27748,0
11182,1
13937,0
101,1
5791,1
1776,0
25406,0
18909,1
1380,0
25120,1
12263,1
24119,1
963,0
17000,0
24850,0
2979,0
27441,1
1508,0
26454,0
22648,0
10683,0
29975,1
28609,1
29573,0
5941,1
30072,1
12673,1
2717,0
9484,0
10124,0
3806,1
1907,0
27782,0
7604,0
28693,0
4215,1
4975,1
9196,1
31774,0
1101,1
22895,1
17808,0
1859,1
513,1
31260,1
23868,0
29030,0
29,0
23289,1
5019,0
29879,1
11734,0
26870,1
22315,1
15397,0
26314,0
8834,1
31703,0
10443,1
32169,0
30267,0
26943,0
23005,0
15256,0
2614,1
7238,0
15586,1
9968,0
14167,1
10887,0
3383,0
31936,1
23787,0
19023,0
7284,1
31041,0
17511,1
6803,0
19774,0
7861,0
30284,0
3108,1
31769,0
6850,0
19763,1
21864,1
20870,1
24409,1
3680,0
31038,1
31440,0
28341,1
21688,0
20949,0
9102,0
23940,1
29944,1
1012,1
12896,0
17634,0
14882,0
16443,1
28957,1
32127,0
5670,1
23347,0
14942,0
16973,1
4329,1
18746,0
25778,0
56,0
27580,0
22835,1
32146,0
23326,1
31645,0
6371,1
19011,0
29987,0
30818,1
10859,1
3507,0
12314,0
4480,0
31134,0
10303,0
27717,0
18928,0
32423,0
11795,1
19208,0
1759,0
13260,1
13435,0
25380,0
24844,1
8964,1
5007,0
16239,0
29738,1
16702,0
27203,1
8001,0
28108,0
30316,1
15242,1
22910,1
2498,1
8053,1
19303,0
15300,0
30854,0
10539,0
20855,1
14298,0
9265,1
16807,0
5023,0
23757,0
25069,1
24371,1
2128,1
4667,0
11685,0
22481,0
9576,0
5769,1
24820,1
4948,1
26985,1
20920,1
21742,0
964,0
4188,0
7647,1
6309,0
13781,1
27196,1
18597,0
2157,1
2308,1
17829,0
30195,1
4285,1
1528,1
7421,1
24586,1
9868,1
29845,0
4322,1
23654,0
20635,0
8314,0
3133,1
28727,1
1175,1
16800,1
13286,0
9019,1
17262,0
16345,0
1053,1
27898,0
14006,0
18843,1
26879,0
24655,0
112,1
5725,1
18094,1
6637,1
1853,0
3308,0
9645,1
28892,1
22501,1
19160,0
4131,1
18944,0
5124,0
26898,0
17482,1
15585,1
28965,0
9931,0
4185,0
22676,1
27347,0
26032,0
28580,0
19013,1
1988,0
11331,1
31368,1
2457,0
21450,0
19110,0
29871,1
24570,0
31803,1
14052,1
15748,1
29934,1
31826,1
24636,1
32142,0
17481,0
26302,0
7851,0
26204,0
29460,0
3625,0
18920,0
24876,1
20215,1
21177,0
8364,1
7012,0
23671,1
28883,1
11562,0
28582,1
13721,0
9132,1
14638,0
979,0
11524,0
28806,0
3949,0
10240,0
29925,0
16104,0
4562,0
1348,1
12626,0
5729,0
20995,0
27956,1
345,0
29164,1
32429,1
9232,1
31805,0
20481,1
6256,0
3882,1
5981,0
1726,1
27373,1
4404,1
17234,1
8357,1
7250,0
2273,0
18039,0
7569,1
14115,1
19800,1
21784,0
12889,0
4078,0
26571,0
7669,1
9547,0
16521,1
18865,0
29735,0
26426,0
18133,1
24779,0
10462,1
7402,1
18598,0
28728,1
9284,0
3776,0
22407,1
20484,1
12846,0
5300,0
26172,1
26145,1
16262,1
14959,0
26664,1
26147,0
7138,1
31311,1
28765,0
28943,1
14559,0
10243,0
25442,0
19147,1
21138,1
14951,1
4931,1
14341,1
5134,0
21490,1
31379,1
4223,0
15288,0
13753,0
403,0
30588,1
3568,1
11248,0
8548,1
6182,1
12351,1
55,1
25246,1
11015,0
24687,0
26234,0
17475,1
30607,1
12917,0
21397,0
7077,1
947,1
29655,1
31402,0
12296,1
23913,0
2621,0
20184,1
28422,0
12835,1
6728,0
24235,1
19435,1
22307,0
12369,0
29110,0
6725,1
8457,0
21578,1
28538,1
18730,1
19384,0
9456,0
7716,1
21025,0
26579,1
10375,0
12830,0
11973,0
7792,0
20555,0
11035,0
9748,1
10534,0
25261,0
30243,0
4617,0
14513,1
28253,0
17167,0
14350,0
10954,0
2891,0
12676,1
9602,1
30715,1
8738,1
19211,0
21888,1
7995,0
22549,1
31731,0
7193,0
11651,0
12858,0
10125,0
28052,1
29318,0
12247,1
1671,0
30551,1
6544,1
30490,0
25411,1
28142,1
12966,1
4135,0
27187,0
19066,1
23216,1
18076,1
8069,0
26971,1
19979,1
3893,0
9104,0
20344,1
27090,0
27020,1
6829,0
19195,1
21273,1
10606,1
13072,0
29127,1
32501,0
17789,1
25888,1
22468,0
30822,1
17857,0
4711,0
3331,0
1330,0
17984,1
27925,1
646,0
3816,0
21491,0
15766,0
25459,0
25616,0
12996,0
21871,1
1049,1
9229,1
29270,1
20083,0
29218,1
26919,1
5328,0
18954,0
12914,1
1925,1
22598,1
11898,0
22720,1
2731,1
16137,0
16946,0
17694,1
27348,1
5855,1
7693,1
25521,0
25932,1
21750,0
16613,1
17690,0
13664,1
23072,1
11610,1
3398,1
17254,1
4632,1
10345,0
18604,1
28304,1
14970,0
25175,1
1136,1
29449,1
4568,0
5873,1
5222,1
26254,0
9999,1
14340,1
10880,0
13159,0
1915,1
17380,1
4973,1
2447,0
27055,0
6308,1
3844,0
29838,0
28537,0
6130,0
2131,0
697,1
30053,0
3871,0
1754,1
26373,0
23339,1
4192,0
8789,1
3966,1
30707,0
4669,1
27391,0
5649,1
31982,1
19456,0
22628,1
4434,0
2689,0
1641,1
2446,0
10578,0
11202,1
9805,0
443,1
30636,1
7776,0
24004,0
21530,0
26668,0
5330,0
7257,0
27755,1
27922,1
3155,1
15437,0
11837,1
6414,1
28458,0
26658,1
10176,1
12732,0
8855,1
28706,0
32307,0
11958,1
29369,0
22575,1
28813,1
6002,1
28210,0
12742,1
9034,0
13508,0
29718,0
8758,1
13973,1
30161,1
23381,0
2389,0
30362,1
2778,0
25286,0
237,1
30372,1
17219,1
881,1
5626,1
7197,1
8365,1
17914,1
11925,1
26183,1
14756,1
12001,1
32296,0
22705,1
24149,1
23531,0
25607,1
22382,0
29815,0
27510,1
29489,1
24789,0
12552,1
30910,1
10282,0
24532,1
24418,0
21969,0
25242,0
28771,1
27855,1
30557,1
26218,1
3377,0
28063,0
30899,1
21944,1
6293,1
2844,1
19497,1
6238,0
21599,1
21662,0
18624,1
26181,0
9344,1
12308,0
27576,1
13229,0
10420,0
32122,0
7447,0
8361,1
6168,1
5643,0
24702,0
9668,0
20658,0
16404,0
9626,1
29991,1
7692,1
3892,1
14878,1
15414,1
26793,1
30755,0
26563,0
15536,0
15660,1
14235,1
27186,0
21173,0
16357,0
26260,0
14027,0
2138,0
31393,0
28715,0
21645,0
2012,0
9593,0
15901,1
22511,1
28843,0
31466,0
13311,0
11068,1
7376,0
30714,1
25071,0
9238,1
13446,1
26409,1
9771,1
27326,0
25917,1
29937,1
20421,0
14008,0
9720,1
1637,0
10830,0
26548,0
7203,1
11125,1
16944,0
21844,1
5106,1
6687,1
17370,1
12390,1
15965,1
19365,0
14872,0
3524,0
5085,0
17967,1
27568,1
27029,0
15083,1
22752,1
8351,0
23396,1
1869,1
29371,1
24885,1
9071,0
28012,0
12801,0
19841,1
27045,0
19223,0
29147,1
27095,1
22435,1
16220,0
21783,0
3821,0
23030,1
22374,1
32298,0
21952,0
19820,1
9513,1
2725,1
18022,0
27454,1
4189,0
26945,0
10488,0
27744,0
1807,0
7359,0
27683,0
31215,0
1382,0
16477,0
5148,1
31118,0
6575,0
25463,0
11550,0
22498,1
10011,0
30780,1
30598,0
16479,0
22545,0
7495,1
113,0
5177,1
15555,1
21310,1
17183,0
25944,0
2395,0
8922,0
19780,1
27292,0
11754,1
31341,0
12045,1
14351,1
26669,0
6085,0
23169,0
29524,0
30276,1
16489,0
13414,1
1992,1
24654,1
13269,1
5171,1
16718,0
24178,0
1269,0
21029,1
16295,1
28487,0
23779,0
8023,1
29824,0
23236,0
11261,0
14811,1
21892,0
8882,0
11681,1
30090,1
1621,1
2817,1
1598,0
6748,0
313,1
26495,0
20695,1
20918,0
11298,1
10775,0
25540,0
31398,1
12812,0
15709,0
21875,1
6554,1
21434,0
31380,0
17320,1
27204,1
22304,1
9464,0
28534,1
28353,1
11626,0
26882,1
14581,1
937,1
27453,1
5444,0
15420,0
12494,0
12540,0
17231,1
29642,1
19116,0
5658,1
2607,1
6561,1
24457,1
22521,1
15630,1
3898,0
27889,1
2609,0
6835,0
575,1
29341,1
32482,1
31648,1
10118,1
29331,1
7969,0
22060,0
28294,1
27882,0
18886,1
11772,0
26989,0
15478,0
8664,1
7807,0
6140,0
9137,0
30920,0
21451,0
21325,0
7214,0
19828,0
3771,0
2564,0
4614,0
17097,0
24521,1
17353,1
28926,1
29688,0
16779,1
30297,1
7443,0
4297,1
22792,0
26528,1
1074,0
19213,0
14566,0
4932,0
29232,1
25949,0
26459,1
25359,0
24375,0
9742,0
12526,1
19750,0
12022,1
24086,1
4349,1
18050,0
21067,0
11535,1
16458,0
16102,0
19847,1
10442,1
16297,1
30906,1
9677,0
22496,0
8750,0
13347,1
31384,1
17091,0
11414,0
5526,0
22376,1
30227,1
31415,0
13791,0
26893,0
2919,1
24301,1
10200,1
10403,1
10839,1
2479,0
12353,1
5564,1
2721,1
25907,0
10660,0
21956,0
23622,0
18644,0
27585,1
12387,0
12407,0
18345,1
27123,1
24650,1
11516,0
57,0
24608,0
3149,0
16422,1
19970,0
12030,0
23863,1
26881,0
4655,0
29566,1
8009,0
22034,1
9939,0
6787,0
18764,1
12182,1
23302,1
4424,0
4902,1
32002,1
23877,0
32079,1
17197,0
27312,1
3150,0
8584,0
15428,0
807,1
24013,1
19548,1
26396,0
2775,1
25051,0
8342,0
23706,1
20554,1
24317,0
12510,0
12642,0
5143,0
32199,1
27705,1
8956,0
15908,0
12346,0
28726,1
1220,1
23984,1
5097,1
28857,1
13777,1
22018,1
12358,0
25193,0
24393,0
26547,0
8082,1
5395,1
2481,1
15571,1
28656,1
30009,0
23715,0
27489,0
8579,1
7714,1
5338,0
16103,1
29267,0
8104,0
30225,1
5098,1
7213,1
6211,1
27250,0
13933,0
23353,1
15531,0
26545,0
29317,0
28650,1
2508,1
14463,0
4546,1
11927,1
4922,1
28989,1
26929,1
291,0
29461,0
2051,1
9863,1
24321,0
8243,0
22108,1
2173,0
387,1
16219,1
402,1
10452,1
13886,1
11226,0
21074,0
494,0
10457,0
23803,0
17357,1
28064,1
28292,1
18146,1
26709,1
26074,0
17894,1
27465,0
19425,1
19994,0
25614,1
17032,0
3257,0
1149,1
30393,1
21630,1
19748,0
1151,0
14204,0
3674,1
24883,0
11677,0
14641,0
7099,0
27376,0
16487,0
4592,1
25044,0
10499,1
26949,0
18212,1
23615,0
17693,1
16753,1
3442,1
7057,0
9176,1
22271,0
5272,1
14394,0
21141,1
27015,1
4232,1
1757,0
30396,0
25093,1
11523,0
31765,0
12085,0
9749,1
19701,0
3460,1
20598,1
24872,0
2704,0
15702,1
7672,1
7964,1
9242,1
14198,0
23858,0
20825,1
28686,1
28913,0
7683,0
8339,0
5880,1
24541,1
9950,0
2669,1
24367,0
11233,0
17104,0
4740,1
19686,1
2917,1
32518,0
9785,0
10336,1
29244,1
14391,1
2986,1
27420,1
18442,0
7465,1
23523,0
30159,0
26696,0
888,0
1135,1
10408,0
15864,1
32484,0
21574,0
31194,1
24529,0
26790,0
6737,0
24811,1
17161,0
16167,0
21419,1
20133,1
7182,1
26538,0
21463,1
19366,0
17818,0
31228,1
10116,1
17928,0
10208,1
1167,0
3088,0
7406,0
14728,1
32100,1
19422,0
3904,0
5746,1
31182,1
14134,0
10768,1
629,1
10384,0
4604,0
25605,1
14323,1
9915,0
15862,0
32023,1
4115,1
2100,1
5376,0
21596,0
15469,1
7401,1
24984,0
27370,0
23086,1
25325,0
28396,0
8651,1
17401,0
16432,1
20038,1
25875,0
17350,0
1198,0
6638,0
4946,1
21600,0
22141,1
18993,1
26,0
12661,1
31279,1
28719,1
5154,0
17115,1
7045,1
26233,1
14444,0
4218,0
4042,1
7352,0
12546,0
25499,0
29250,0
31152,0
6569,0
32289,0
28729,1
13258,0
16403,1
27442,0
17394,0
10701,0
23855,0
4704,1
11083,0
3855,0
19758,0
3999,0
21106,0
21124,0
16473,0
18904,1
531,0
20418,0
31149,1
433,1
20023,0
22580,0
22213,1
4266,1
28122,1
30417,1
21137,1
7632,0
6537,0
26619,0
5192,1
6007,0
15098,1
18019,0
7627,1
24878,0
31376,1
24968,1
3359,1
25392,0
21610,1
11776,1
6043,1
13012,0
24430,0
20175,0
13104,1
13731,0
5481,0
12791,0
18717,0
12707,1
11279,0
18559,0
6916,0
27927,0
6565,0
28982,1
3538,1
6963,0
3055,0
25751,1
28300,1
13688,0
11552,1
17487,0
24634,0
29953,0
3517,1
30083,1
28557,0
11846,1
22503,1
14199,1
31189,0
14589,1
11662,0
16872,0
2167,1
9195,1
30238,1
18352,0
26691,0
3663,1
17663,0
8253,1
4927,1
19940,0
17492,0
3212,1
24946,1
18008,1
10359,1
24589,0
8249,1
19598,1
17821,0
3092,0
27108,0
14708,0
21638,1
20711,0
21978,0
8858,0
30589,1
30486,0
3643,0
24651,1
10913,0
11160,0
24573,0
5062,0
17833,1
27632,0
5766,0
13797,0
31427,1
12147,0
5174,1
24664,1
2966,0
2781,1
16277,1
16601,1
13455,1
22406,1
9087,0
24135,0
15407,0
1495,1
19730,0
4581,0
1284,1
26029,0
29320,1
28738,0
4485,0
12721,1
31316,1
12652,0
25098,0
24623,1
25060,0
24765,1
3390,1
15232,0
24264,1
7391,1
28120,0
15273,1
22000,0
26921,1
10664,1
14186,0
8794,1
11820,1
29847,0
3021,1
11759,0
7409,0
2018,1
27906,1
8189,0
302,1
9847,0
15639,0
10655,1
9815,0
19091,0
4875,1
25749,1
29118,1
12545,0
20871,0
10521,1
4668,0
7639,1
31895,0
8549,0
8569,0
6376,1
29933,1
16133,1
23800,1
28084,0
1684,0
11316,0
23678,0
18450,1
520,1
18835,0
27161,0
10754,1
13623,0
28807,0
21790,0
8602,1
12161,1
25007,1
8578,0
20485,1
24695,0
5249,1
14902,0
23685,0
21282,1
23194,1
26063,0
13649,1
24366,1
26902,0
24270,1
19941,1
26837,0
24582,1
1359,0
15647,0
27620,1
47,0
4611,0
19493,1
1072,1
1587,0
31670,0
25617,1
7091,1
5339,0
21614,0
15597,0
2357,1
3166,1
10146,0
30269,1
25774,1
8095,1
26873,1
31225,0
27527,0
2362,1
4694,1
21863,1
31088,1
5492,1
16253,1
12219,0
9063,0
10942,1
11076,1
25213,0
21080,1
20507,0
32489,1
279,1
18482,1
7098,1
20465,1
3553,0
20880,1
24800,1
11150,1
15817,0
28599,0
4461,0
24361,1
6439,0
21483,0
31353,1
7886,0
27236,0
22513,0
28702,0
18386,1
27228,1
3862,1
25977,0
28786,1
13116,1
28159,1
4670,1
30550,1
7043,0
3161,0
29375,0
9340,0
3405,0
5495,1
17206,0
21391,1
16346,1
12895,1
24983,0
12960,1
26690,1
10650,0
21388,1
13078,0
8953,1
6571,1
6533,1
7449,0
14163,1
30249,0
17533,1
9796,1
10792,0
3162,0
2580,1
23210,0
1060,0
25910,1
17485,1
29234,1
19660,0
997,1
3247,1
1705,0
28147,1
257,0
12570,0
3603,0
32149,0
22431,0
4137,1
7655,1
22047,0
1146,0
25024,1
12003,0
15835,0
19097,0
28824,0
18451,1
2557,0
16794,0
18025,0
6263,0
9271,1
12899,1
32044,1
20859,0
4613,0
6872,0
22410,1
8281,1
21448,0
25321,1
14744,0
12679,0
4109,0
25038,0
6210,1
19361,1
20777,1
26436,0
14407,1
23566,0
23099,0
23157,1
32508,1
1090,1
16056,1
22969,1
16240,1
19626,1
20250,0
891,0
26903,1
2405,0
7674,1
27794,1
1953,0
31944,1
7341,1
28260,0
10910,1
27550,1
9012,1
23227,0
25931,1
16735,0
17439,1
2866,0
12875,1
27060,1
22444,1
28679,1
6695,1
5414,0
7797,0
561,1
19398,0
27343,0
24554,1
20546,1
18838,1
26128,0
26064,1
1797,0
13034,1
10505,1
15580,1
31137,1
14643,1
613,0
26749,0
18794,0
4258,1
12258,1
20928,1
21649,0
10644,1
18297,1
14389,1
11174,1
23219,0
25126,1
25440,0
2538,1
9579,1
14476,0
8211,1
21246,1
22719,0
21427,0
14771,0
6260,0
20929,0
3909,1
30475,1
29278,0
11077,1
5500,0
22812,1
18109,0
26300,1
6257,0
17910,0
19189,1
9814,1
22294,0
16629,1
19734,1
31862,1
5926,0
16847,0
10557,0
12974,1
3679,0
22153,0
13091,0
23797,0
12766,1
7612,0
14474,0
20012,0
2221,0
11302,0
28481,0
22029,1
28685,1
2184,1
8552,1
32438,1
780,0
3543,1
1936,0
31792,0
14681,1
18687,1
24439,1
12645,0
22177,1
32480,1
24181,1
29388,1
6984,1
24173,1
23875,1
16355,0
10962,1
1429,1
24054,0
11283,0
19635,1
13876,1
22779,0
11257,1
19479,0
14348,1
25868,0
20685,1
30108,1
22681,1
25839,0
19634,1
12775,1
24139,1
12168,0
10042,0
12007,0
26566,0
26947,1
31458,0
28920,1
30866,1
20006,0
5666,1
21860,0
29782,1
5199,1
6888,1
17912,0
30739,0
5151,0
22229,0
9177,1
3577,1
12531,0
7285,1
717,0
30436,0
8459,0
4514,0
19053,1
16783,1
8126,0
11728,0
18577,0
21658,1
1133,0
13877,0
16216,0
873,1
21642,0
7201,1
29335,1
15930,0
16602,1
26576,1
4490,0
1247,0
10043,0
12310,1
9307,1
18009,1
26190,1
30668,0
19270,0
11905,1
11094,0
5667,1
2512,1
22837,0
31780,1
27034,0
5934,1
12442,1
1296,0
4827,1
17174,1
30324,0
6650,1
22829,0
20482,1
11432,1
9865,1
24658,1
18251,1
17916,0
16019,1
3153,1
7689,0
8799,1
29292,1
25947,1
26080,1
45,1
20267,1
30287,0
19676,0
7056,1
1842,0
9361,1
10953,0
11431,1
14539,0
8780,0
11738,0
12042,0
10907,1
20379,0
29615,1
17994,1
12885,1
1901,0
12495,0
11952,0
3061,0
24944,1
4857,0
10400,0
16657,1
15804,0
13196,1
11718,0
11491,1
10531,1
7781,0
19052,0
27554,0
3018,0
28691,0
25504,0
5194,1
8186,0
18287,0
18381,0
30094,1
15339,1
24584,1
2056,1
7830,1
1111,1
24282,1
11981,1
14507,0
22134,1
25898,1
16184,1
7254,0
14451,0
15528,0
29858,0
24431,0
20054,0
28090,1
27665,0
19020,1
31880,0
19022,1
22268,1
12675,1
6532,0
6534,0
13263,0
30327,1
24945,0
26965,1
7538,0
32082,0
32075,1
16995,1
3797,0
15498,0
24859,1
3918,0
29504,1
427,0
19378,1
6546,1
1709,1
11405,1
19419,0
20620,1
14197,1
20722,1
11287,1
19288,0
22617,0
17670,0
29950,1
4895,0
31598,1
22031,0
16744,0
10390,1
11811,1
24865,0
21183,0
15768,1
6052,0
19680,0
22453,1
14271,0
20535,0
2306,0
25159,1
11697,1
4940,1
13857,1
12717,1
9105,0
9099,1
31588,0
30398,0
27875,1
17631,1
20944,0
17135,0
13102,1
15151,0
25480,0
8764,0
26605,0
24918,1
23904,1
496,0
12326,0
1736,0
15112,0
7846,1
30266,0
4589,0
6832,1
23371,0
12392,0
19833,1
28189,0
22660,1
25095,1
21964,1
6398,0
2319,1
28191,1
7422,0
18095,0
24305,1
5545,1
29419,1
13473,1
19633,0
28740,1
8248,0
11081,0
21722,1
25581,0
26053,1
19338,1
26937,0
16903,1
6680,0
29572,1
29753,1
15962,1
1579,0
3626,0
23014,1
26022,1
8183,0
20402,0
662,0
14460,0
4024,1
29653,1
2812,0
13768,0
5923,1
21953,0
26725,0
5167,1
10740,0
1864,1
3931,0
25867,0
27612,0
25354,1
3788,1
597,1
20810,1
29844,1
15807,1
20315,0
7713,0
23769,1
30139,0
5185,0
9185,0
7691,0
11829,0
16348,0
3416,0
11702,1
32173,0
5235,0
5905,0
27692,1
10593,0
31391,0
24385,1
10718,1
28760,0
27481,0
24843,1
13126,0
4038,0
9089,1
20095,0
10605,0
30679,1
5076,0
12185,0
32269,1
26226,1
25722,0
26241,1
28023,0
9000,0
14212,1
22131,0
5335,1
22033,0
14543,0
30935,1
5645,0
19655,0
22152,1
8818,0
19993,0
26826,1
15464,1
13970,1
32496,0
27038,0
5349,1
27273,1
1524,0
24133,1
15734,0
11278,0
1774,1
28338,0
30414,0
5089,0
16682,0
15634,0
29808,1
31090,0
16757,1
31772,1
119,0
14833,1
12556,1
24673,0
2906,0
15747,0
9313,0
916,0
8804,1
10819,1
31708,1
3814,0
15102,1
21676,0
9239,1
25723,1
20395,0
31900,0
29813,0
17157,0
1153,0
24610,1
14428,1
5977,1
30738,1
16130,0
30579,0
31028,1
6808,0
5700,1
19,1
10800,0
13529,1
26015,1
14438,0
11657,0
1906,0
3644,0
31064,0
154,1
14592,1
29877,0
23256,0
18882,0
5498,0
24660,0
29499,0
24482,1
9799,0
32040,1
5556,0
16582,1
22396,0
20285,0
24308,1
29432,0
28704,1
19238,1
5341,0
19439,0
19614,1
23263,1
14562,0
23022,0
1876,1
16067,0
12579,0
19798,1
23389,1
5375,1
19159,0
20456,1
15831,0
14924,1
32395,1
20534,1
15677,0
16110,1
30841,0
6028,1
22348,1
2618,1
8498,1
28872,0
9085,0
19056,0
26227,1
1822,0
12735,1
16380,0
1079,1
19720,1
12324,0
12738,0
18343,1
6621,0
21733,1
21757,1
20814,1
30754,0
3886,1
30869,0
839,0
11090,1
31304,0
14362,1
4636,1
5808,0
18863,0
19930,0
27392,0
31630,1
10969,0
17950,1
2260,0
12083,0
5485,1
10257,0
524,1
3601,0
26789,1
5749,0
4596,0
15220,0
13271,0
29077,0
1830,0
4069,0
10110,0
5049,0
24809,0
30555,0
3564,0
19151,0
5358,0
13058,0
11737,1
21197,1
17143,0
13772,1
24184,1
30102,1
18518,0
7400,0
3685,0
30487,0
14005,1
6053,0
16924,1
8644,1
26633,1
11447,1
29555,1
27583,1
1202,0
12580,1
4780,1
24691,0
20576,0
24241,1
22370,1
2304,1
12019,0
6801,1
27206,0
19954,0
22840,0
4139,0
1620,1
125,1
19716,1
13334,0
7739,1
11584,1
9181,1
28141,0
25314,0
30380,1
28401,1
27249,0
26615,1
26721,0
3270,0
19787,0
20154,1
23198,0
6756,1
16983,1
15893,0
8198,0
825,1
22290,0
4011,0
30561,0
24786,0
17193,1
24315,1
2237,1
17387,0
8877,1
23111,1
21686,0
8269,0
23889,1
1413,1
24045,1
29310,0
25781,1
22916,1
4475,1
22986,0
22941,0
15259,0
12601,1
30052,0
31532,0
20845,1
2196,1
20045,0
13115,1
29271,1
6647,1
2765,0
28226,1
23720,1
27579,1
27995,0
16246,1
22161,0
10460,0
14832,0
29433,1
4710,0
10707,0
22747,1
8250,1
28986,1
4783,0
7277,0
14067,1
25692,1
5968,1
21320,0
14508,1
6289,1
31531,0
17272,1
19596,0
23020,1
4173,0
8462,0
13635,0
15088,0
4847,1
24910,1
23745,1
29878,1
19524,0
27396,1
15590,0
18467,0
1373,0
31186,0
20804,0
23241,1
28825,0
28047,1
12135,1
17897,0
15155,1
31964,1
5356,1
14671,1
3224,1
4779,0
29662,1
20513,1
12456,1
27863,0
32324,1
11133,0
1975,1
3,0
32275,0
15327,0
13922,0
22746,1
26827,0
15547,1
9050,0
23424,1
6246,0
8759,1
29701,1
14385,1
29307,1
21712,1
3430,1
27071,0
29972,0
4438,1
20733,0
26583,1
27346,1
17848,1
16077,0
11171,0
27501,1
13949,1
23932,0
27144,1
14103,0
23201,0
29910,0
29945,0
32294,0
22884,0
1258,1
24015,0
29942,0
11152,1
21056,1
20902,1
24599,1
579,0
12786,1
2936,0
20343,0
19363,0
23626,1
16371,0
28550,0
23206,0
19074,0
8038,1
3721,1
17726,1
8514,0
26248,0
9465,1
25211,1
2529,1
26357,0
25755,1
11359,1
22335,0
24318,0
25464,0
25695,0
13047,0
6564,0
46,0
8168,0
12350,1
24588,1
30513,0
5236,1
25846,0
11106,0
12461,0
1905,1
21706,0
4858,1
15576,0
31410,0
739,1
10480,1
30001,0
13900,1
1969,1
14301,0
13035,1
29312,0
7940,0
19075,1
19355,1
32102,1
15159,1
14731,1
19072,0
15904,0
4537,1
31397,0
15851,1
14792,0
21417,1
20674,1
4268,0
31570,0
30385,0
8689,1
13291,0
510,0
32066,0
23968,1
817,1
28172,0
27931,1
18288,0
16467,0
3407,1
3857,0
4212,0
9451,1
20708,0
15070,0
32398,0
12295,1
11406,1
26078,0
23607,0
28406,0
16842,1
1298,0
13127,1
27836,0
22014,1
29052,0
15351,0
14147,1
30680,1
21830,0
18956,0
19197,0
1669,1
10955,1
15113,1
14019,0
25686,0
28157,1
7842,0
25456,1
32344,0
5657,0
8386,0
23832,0
2031,1
26268,1
10266,1
10986,1
16343,0
10811,1
13346,1
19302,0
329,0
26733,0
5783,0
1071,1
20543,1
17931,1
31978,1
22976,1
21782,0
25265,1
5473,0
31804,1
15410,0
17224,0
26380,0
30077,0
7759,0
2112,1
25874,1
3045,0
2714,0
16530,0
709,0
6372,0
19674,0
10361,0
30189,0
24698,1
11816,0
2570,1
4845,0
10864,0
22682,1
25461,1
31784,0
10929,0
3677,1
7207,0
17165,1
29754,0
18057,1
32238,0
5938,1
32001,1
21911,0
28509,1
22281,1
8404,0
26869,1
5737,0
31586,1
22371,1
29928,1
11607,1
22905,0
16264,0
31401,0
2448,0
4696,0
23245,1
15314,1
13316,0
7564,0
31099,0
2242,1
28276,1
11708,1
6871,0
28880,1
15429,1
3023,0
7041,1
3948,0
22862,0
11416,1
18492,0
29166,1
26809,1
25260,1
14679,1
7353,1
4234,0
17232,0
27276,0
28151,0
26423,1
28425,0
15963,0
28617,0
27423,1
